+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[255][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[235][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[186][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[129][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[251][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[164][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[232][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[131][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[195][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[168][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[217][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[106][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[202][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[181][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[65][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[137][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[182][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[207][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[143][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[138][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[5][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[194][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[122][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[132][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[139][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[211][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[191][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[245][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[232][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[248][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[203][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[230][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[229][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[2][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[235][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[246][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[179][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[227][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[158][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[234][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[226][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[4][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[5][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[155][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[200][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[180][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[23][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[54][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[156][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[156][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[244][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[144][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[109][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[120][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[34][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[231][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[29][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[35][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[107][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[93][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[67][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[66][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[19][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[2][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[253][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[81][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[152][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[153][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[9][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[91][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[158][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[152][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[159][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[72][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[11][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[123][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[80][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[165][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[246][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[229][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[88][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[113][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[33][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[87][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[242][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[243][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[74][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[73][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[255][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[83][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[18][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[172][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[184][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[157][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[94][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[174][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[95][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[247][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[233][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[252][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[31][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[30][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[92][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[9][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[20][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[28][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[82][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[175][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[21][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[75][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[254][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[16][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[32][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                             previousPattern_reg[245][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[64][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[32][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                                           timer_reg[31]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[8][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[64][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[1][0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[8][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                                            timer_reg[0]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                               previousPattern_reg[1][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                                              led_reg[1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                              previousPattern_reg[16][1]/D|
|              sys_clk_pin |              sys_clk_pin |                                                                                   displayingPattern_reg/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
